start_time,datetime,inflow_mean,inflow_mean_ma7,inflow_top10,inflow_total
1704067200000,2024-01-01 00:00:00,0.04021038,2.06439333,6.15483109,12.18374536
1704070800000,2024-01-01 01:00:00,0.44472819,2.1193977,246.26179123,257.94235084
1704074400000,2024-01-01 02:00:00,0.0853629,0.14561915,19.12243688,25.43814561
1704078000000,2024-01-01 03:00:00,2.68952638,0.51027581,547.5321729,554.04243374
1704081600000,2024-01-01 04:00:00,0.72469126,0.59305284,191.99301567,205.0876265
1704085200000,2024-01-01 05:00:00,0.12935014,0.59691692,13.56478222,15.65136685
1704088800000,2024-01-01 06:00:00,0.84200679,0.70798229,217.17918783,225.65781969
1704092400000,2024-01-01 07:00:00,0.32063642,0.74804315,103.69923519,114.1465663
1704096000000,2024-01-01 08:00:00,0.97741639,0.82414147,456.55874884,476.97919897
1704099600000,2024-01-01 09:00:00,0.06015231,0.82053996,15.81210122,27.97082315
1704103200000,2024-01-01 10:00:00,0.28094884,0.47645745,125.60097803,137.94588116
1704106800000,2024-01-01 11:00:00,0.06156543,0.38172519,21.1782233,31.76775958
1704110400000,2024-01-01 12:00:00,0.71611866,0.46554926,370.2421943,383.8396023
1704114000000,2024-01-01 13:00:00,0.0505101,0.35247831,13.67586718,24.9519889
1704117600000,2024-01-01 14:00:00,0.88259404,0.43275797,508.72891825,534.85198769
1704121200000,2024-01-01 15:00:00,0.0539012,0.30082723,14.62455809,25.76477182
1704124800000,2024-01-01 16:00:00,0.39984537,0.34935481,155.76941356,168.73474405
1704128400000,2024-01-01 17:00:00,0.11890677,0.32620594,44.24389631,61.11808072
1704132000000,2024-01-01 18:00:00,0.70633239,0.4183155,394.64199539,455.58439331
1704135600000,2024-01-01 19:00:00,0.05869137,0.32439732,10.41606757,28.17185762
1704139200000,2024-01-01 20:00:00,0.85790055,0.43973881,462.87988359,493.29281413
1704142800000,2024-01-01 21:00:00,0.57906119,0.39637698,98.49857711,103.65195266
1704146400000,2024-01-01 22:00:00,0.6639542,0.48352741,471.57882188,540.45871858
1704150000000,2024-01-01 23:00:00,0.03824485,0.43187019,6.31086984,13.07973792
1704153600000,2024-01-02 00:00:00,0.05337125,0.42250797,5.60651101,9.92705165
1704157200000,2024-01-02 01:00:00,0.5729405,0.40345199,360.26756458,452.62299492
1704160800000,2024-01-02 02:00:00,2.41739771,0.74041004,722.36003847,766.31507396
1704164400000,2024-01-02 03:00:00,0.20196288,0.64670465,34.38179378,52.10642211
1704168000000,2024-01-02 04:00:00,0.29472473,0.60608516,107.24168978,132.6261305
1704171600000,2024-01-02 05:00:00,1.702853,0.75449927,812.88752658,890.59212049
1704175200000,2024-01-02 06:00:00,1.46029314,0.95764903,570.72323031,601.64077189
1704178800000,2024-01-02 07:00:00,0.08238415,0.96179373,13.17038702,29.82306225
1704182400000,2024-01-02 08:00:00,0.17272681,0.90462035,74.19658044,100.18154951
1704186000000,2024-01-02 09:00:00,0.50720676,0.63173592,313.01874673,356.56635312
1704189600000,2024-01-02 10:00:00,0.72190479,0.70601334,376.36394335,472.12573102
1704193200000,2024-01-02 11:00:00,3.67837457,1.18939189,1746.40427943,2975.80502382
1704196800000,2024-01-02 12:00:00,5.42492513,1.72111648,2767.5789965,5690.74645615
1704200400000,2024-01-02 13:00:00,0.10368989,1.52731601,44.22317854,89.38068921
1704204000000,2024-01-02 14:00:00,1.63448911,1.74904529,813.59725443,840.12740178
1704207600000,2024-01-02 15:00:00,0.09108715,1.73738249,23.88176934,52.28402355
1704211200000,2024-01-02 16:00:00,1.93806444,1.94179073,1362.65944834,2226.83604623
1704214800000,2024-01-02 17:00:00,0.35989018,1.89007435,199.36587735,227.81048422
1704218400000,2024-01-02 18:00:00,0.45876477,1.4301301,267.18116167,297.73833482
1704222000000,2024-01-02 19:00:00,1.1544072,0.82005611,730.4626131,787.30571034
1704225600000,2024-01-02 20:00:00,0.43292307,0.86708942,341.26534684,386.60030127
1704229200000,2024-01-02 21:00:00,0.85446707,0.7556577,403.12766055,441.75947535
1704232800000,2024-01-02 22:00:00,0.29419319,0.78467285,133.9253443,151.80368356
1704236400000,2024-01-02 23:00:00,0.64062775,0.59932475,329.6310657,356.18902623
1704240000000,2024-01-03 00:00:00,0.52474935,0.62287606,252.52954251,292.81013496
1704243600000,2024-01-03 01:00:00,0.44411903,0.62078381,96.77421154,102.14737677
1704247200000,2024-01-03 02:00:00,0.14821875,0.4770426,41.26246109,50.39437507
1704250800000,2024-01-03 03:00:00,0.99652595,0.5575573,406.28781452,454.41583471
1704254400000,2024-01-03 04:00:00,14.66092047,2.52990778,4236.59510893,4266.32785813
1704258000000,2024-01-03 05:00:00,1.18646886,2.65737574,416.77583777,435.4340733
1704261600000,2024-01-03 06:00:00,0.41830558,2.62561543,190.76250977,217.10059809
1704265200000,2024-01-03 07:00:00,0.60526884,2.63711821,242.85132315,255.42344925
1704268800000,2024-01-03 08:00:00,0.37242919,2.62687681,147.55570554,159.02726226
1704272400000,2024-01-03 09:00:00,0.21951609,2.63706214,102.42619254,123.58755997
1704276000000,2024-01-03 10:00:00,1.23881891,2.67167542,844.61877011,984.86103376
1704279600000,2024-01-03 11:00:00,0.72889621,0.68138624,522.17177607,590.40593253
1704283200000,2024-01-03 12:00:00,0.71767009,0.61441499,470.75341943,592.07782638
1704286800000,2024-01-03 13:00:00,1.05725773,0.70569387,595.4965755,682.98849109
1704290400000,2024-01-03 14:00:00,1.33140361,0.8094274,970.15777659,1122.37324418
1704294000000,2024-01-03 15:00:00,0.23725676,0.79011706,168.16732254,226.34295306
1704297600000,2024-01-03 16:00:00,2.83247377,1.16339673,1688.58498824,2311.29859585
1704301200000,2024-01-03 17:00:00,0.30695407,1.03027318,140.92901093,159.0022089
1704304800000,2024-01-03 18:00:00,0.50303524,0.99800732,305.99898981,336.53057704
1704308400000,2024-01-03 19:00:00,0.43636736,0.95782122,242.16614989,293.2388681
1704312000000,2024-01-03 20:00:00,0.14137637,0.82698103,36.97531043,46.08869639
1704315600000,2024-01-03 21:00:00,0.88182718,0.76275582,859.76605119,943.555085
1704319200000,2024-01-03 22:00:00,1.35853285,0.92293812,720.63737105,819.19530908
1704322800000,2024-01-03 23:00:00,0.66725316,0.61362089,377.09548593,425.04026581
1704326400000,2024-01-04 00:00:00,1.03736516,0.71796533,357.22540553,374.48882209
1704330000000,2024-01-04 01:00:00,0.56122907,0.72627874,234.55828676,248.62447887
1704333600000,2024-01-04 02:00:00,0.0450556,0.67037706,14.85256515,27.88941707
1704337200000,2024-01-04 03:00:00,2.27478046,0.97514907,886.18375418,971.33125502
1704340800000,2024-01-04 04:00:00,1.5389294,1.06902081,502.17399933,520.15813786
1704344400000,2024-01-04 05:00:00,0.88936349,1.00199662,269.06621757,279.26013551
1704348000000,2024-01-04 06:00:00,0.26015679,0.94384,83.92142195,98.59942392
1704351600000,2024-01-04 07:00:00,0.76494105,0.90492227,421.73813194,442.13592812
1704355200000,2024-01-04 08:00:00,1.80580866,1.08271935,942.05583519,1060.00968062
1704358800000,2024-01-04 09:00:00,0.2789281,1.11612971,176.41258659,205.57000947
1704362400000,2024-01-04 10:00:00,0.66839743,0.88664642,480.02385973,544.07550412
1704366000000,2024-01-04 11:00:00,0.93484338,0.80034841,633.73605928,675.89176709
1704369600000,2024-01-04 12:00:00,0.56860286,0.75452547,380.45871558,416.21729162
1704373200000,2024-01-04 13:00:00,0.27659308,0.75687351,120.05172591,138.84972435
1704376800000,2024-01-04 14:00:00,0.90269958,0.7765533,774.59839852,907.21307686
1704380400000,2024-01-04 15:00:00,0.8581879,0.6411789,640.47615189,703.71408172
1704384000000,2024-01-04 16:00:00,1.86550281,0.86783243,1478.31070036,1772.22766621
1704387600000,2024-01-04 17:00:00,0.6577978,0.8663182,331.8910626,351.92182341
1704391200000,2024-01-04 18:00:00,0.17293512,0.75747416,118.67800181,156.67921607
1704394800000,2024-01-04 19:00:00,1.04042243,0.82487696,693.78347656,781.35724214
1704398400000,2024-01-04 20:00:00,1.19056924,0.95544498,1018.65996832,1079.84630124
1704402000000,2024-01-04 21:00:00,0.71956428,0.9292828,315.20401511,340.35390232
1704405600000,2024-01-04 22:00:00,0.14823533,0.827861,60.66594676,80.19531618
1704409200000,2024-01-04 23:00:00,0.71370399,0.66331831,374.01332618,401.10164465
1704412800000,2024-01-05 00:00:00,0.40259906,0.62686135,102.8559082,110.71474264
1704416400000,2024-01-05 01:00:00,1.87302043,0.86973068,1134.36501434,1348.57470625
1704420000000,2024-01-05 02:00:00,0.07219942,0.73141311,8.11246883,16.38926739
1704423600000,2024-01-05 03:00:00,0.29572359,0.60357801,94.6529177,110.00917661
1704427200000,2024-01-05 04:00:00,2.25604852,0.82307576,790.6100645,900.16336147
1704430800000,2024-01-05 05:00:00,1.46758907,1.01155487,434.71829618,447.61466494
1704434400000,2024-01-05 06:00:00,0.27620581,0.94905513,96.46255987,117.93988215
1704438000000,2024-01-05 07:00:00,1.60995798,1.12153497,633.18458621,761.51012622
1704441600000,2024-01-05 08:00:00,1.24974705,1.03249592,631.94799392,679.86239387
1704445200000,2024-01-05 09:00:00,0.69972113,1.12214188,282.16975441,299.48064464
1704448800000,2024-01-05 10:00:00,0.27129667,1.11865232,172.03177508,193.7058237
1704452400000,2024-01-05 11:00:00,0.5922509,0.88096694,436.50679672,467.87821336
1704456000000,2024-01-05 12:00:00,1.23935681,0.84836234,806.63750921,874.98591018
1704459600000,2024-01-05 13:00:00,0.70721616,0.90993524,420.78857451,445.54618378
1704463200000,2024-01-05 14:00:00,1.13588244,0.84221017,982.10239719,1239.24774504
1704466800000,2024-01-05 15:00:00,0.58909338,0.74783107,420.26343659,448.88915559
1704470400000,2024-01-05 16:00:00,0.61558652,0.73581184,479.7567488,599.58127062
1704474000000,2024-01-05 17:00:00,0.26421648,0.73480038,77.08479493,87.98408825
1704477600000,2024-01-05 18:00:00,0.75594848,0.75818575,624.78729529,811.88867173
1704481200000,2024-01-05 19:00:00,0.30051091,0.62406491,136.25177691,156.56618298
1704484800000,2024-01-05 20:00:00,0.0792925,0.53436153,32.11663355,53.04668568
1704488400000,2024-01-05 21:00:00,1.75261442,0.6224661,1195.11100096,1223.32486274
1704492000000,2024-01-05 22:00:00,0.16857789,0.56239246,63.56913875,80.41165397
1704495600000,2024-01-05 23:00:00,0.62253422,0.56338499,354.45719147,401.53456901
1704499200000,2024-01-06 00:00:00,0.81960523,0.64272624,365.85591486,421.27708759
1704502800000,2024-01-06 01:00:00,0.68097721,0.63201605,320.44021671,336.40274011
1704506400000,2024-01-06 02:00:00,1.01855548,0.73459385,361.36141478,419.64485858
1704510000000,2024-01-06 03:00:00,5.69303593,1.5365572,1812.32230254,1821.7714984
1704513600000,2024-01-06 04:00:00,1.07401313,1.43961416,321.01439477,341.53617429
1704517200000,2024-01-06 05:00:00,0.42603309,1.47639347,206.72131641,226.22357143
1704520800000,2024-01-06 06:00:00,2.15846337,1.69581192,850.1432232,872.01919964
1704524400000,2024-01-06 07:00:00,0.08829545,1.59133909,23.5821127,36.11283758
1704528000000,2024-01-06 08:00:00,1.77629006,1.74781236,1211.65258512,1277.15255317
1704531600000,2024-01-06 09:00:00,1.01718547,1.74761664,329.51446494,340.75713135
1704535200000,2024-01-06 10:00:00,0.38316879,0.98906419,227.97419528,248.2933752
1704538800000,2024-01-06 11:00:00,0.52688707,0.91090333,265.02743481,276.08882717
1704542400000,2024-01-06 12:00:00,0.30641709,0.89381533,109.91964112,120.72833159
1704546000000,2024-01-06 13:00:00,0.35831389,0.63665112,224.171359,252.61129427
1704549600000,2024-01-06 14:00:00,0.44419228,0.68749352,238.47200304,257.63152388
1704553200000,2024-01-06 15:00:00,0.63631259,0.5246396,259.76993236,274.88703918
1704556800000,2024-01-06 16:00:00,0.31936062,0.42495033,231.54200142,274.65013374
1704560400000,2024-01-06 17:00:00,0.10455158,0.38514787,59.90974981,74.64983129
1704564000000,2024-01-06 18:00:00,0.06795142,0.31958564,28.08278929,40.1592895
1704567600000,2024-01-06 19:00:00,0.67753247,0.37260212,386.18045132,420.74766223
1704571200000,2024-01-06 20:00:00,0.44497154,0.38498179,190.43407237,206.46679489
1704574800000,2024-01-06 21:00:00,0.08058845,0.33303838,29.61148653,41.74481496
1704578400000,2024-01-06 22:00:00,0.55259455,0.32107866,326.99978252,358.63386121
1704582000000,2024-01-06 23:00:00,0.16759392,0.2993977,43.12513995,49.60779902
1704585600000,2024-01-07 00:00:00,0.95287668,0.420587,466.43134454,495.49587406
1704589200000,2024-01-07 01:00:00,0.0857777,0.42313362,16.7577029,22.55953473
1704592800000,2024-01-07 02:00:00,0.09715822,0.34022301,15.31336155,19.72311774
1704596400000,2024-01-07 03:00:00,1.19701079,0.44765719,388.01015077,405.78665668
1704600000000,2024-01-07 04:00:00,1.01360667,0.5809455,233.487074,241.23838669
1704603600000,2024-01-07 05:00:00,0.19348637,0.52964434,58.0960051,65.20490794
1704607200000,2024-01-07 06:00:00,0.0,0.50570235,0.0,0.0
1704610800000,2024-01-07 07:00:00,0.04734176,0.37634022,6.03623765,11.50404881
1704614400000,2024-01-07 08:00:00,0.73274313,0.46876385,489.27048767,545.89362864
1704618000000,2024-01-07 09:00:00,0.27054053,0.49353275,91.93827649,103.88756161
1704621600000,2024-01-07 10:00:00,0.72155108,0.42560993,274.53785233,285.7342281
1704625200000,2024-01-07 11:00:00,0.08921758,0.29355435,27.40300439,34.70563954
1704628800000,2024-01-07 12:00:00,0.68476064,0.36373639,387.98950329,425.23635475
1704632400000,2024-01-07 13:00:00,0.18685771,0.39043035,85.99875992,107.81690023
1704636000000,2024-01-07 14:00:00,0.86854203,0.50774467,215.57326637,221.47821659
1704639600000,2024-01-07 15:00:00,0.53189173,0.47905161,306.69820531,332.43232845
1704643200000,2024-01-07 16:00:00,2.06510877,0.73541851,1022.05228582,1119.28895444
1704646800000,2024-01-07 17:00:00,0.47900977,0.70076975,251.5156495,269.20348881
1704650400000,2024-01-07 18:00:00,0.3980043,0.74488214,181.86964812,193.03208764
1704654000000,2024-01-07 19:00:00,0.4028787,0.70461329,54.60421576,56.40301813
1704657600000,2024-01-07 20:00:00,0.40102353,0.7352084,235.95084151,262.67041463
1704661200000,2024-01-07 21:00:00,0.0623238,0.62003437,27.5873037,43.81363165
1704664800000,2024-01-07 22:00:00,1.89410631,0.81463645,830.01674035,886.44175511
1704668400000,2024-01-07 23:00:00,0.47755138,0.58784254,146.6086297,159.02460877
1704672000000,2024-01-08 00:00:00,3.36275956,0.9998068,1104.84743268,1129.88721299
1704675600000,2024-01-08 01:00:00,0.06438091,0.95214631,7.58930347,11.52418253
1704679200000,2024-01-08 02:00:00,0.32114901,0.94047064,70.40449351,81.57184753
1704682800000,2024-01-08 03:00:00,0.2585218,0.92011325,101.53149126,123.83194109
1704686400000,2024-01-08 04:00:00,0.21328579,0.94167925,43.39134407,49.69558915
1704690000000,2024-01-08 05:00:00,0.12447859,0.68887529,14.32502089,17.05356627
1704693600000,2024-01-08 06:00:00,1.53651894,0.84015637,574.91095276,593.09630993
1704697200000,2024-01-08 07:00:00,2.76872501,0.75529429,1109.61873346,1317.91310263
1704700800000,2024-01-08 08:00:00,4.26589563,1.35551068,1716.08901656,1757.54900125
1704704400000,2024-01-08 09:00:00,0.1677736,1.33359991,91.54824995,113.24717703
1704708000000,2024-01-08 10:00:00,1.23960033,1.47375398,627.0345958,697.89498407
1704711600000,2024-01-08 11:00:00,0.1495617,1.46465054,43.73276855,68.34969812
1704715200000,2024-01-08 12:00:00,0.21594841,1.47771766,42.94997247,52.90735967
1704718800000,2024-01-08 13:00:00,0.69301974,1.35721777,508.84697119,591.14583919
1704722400000,2024-01-08 14:00:00,2.05054417,1.25462051,1423.76922832,1500.99833239
1704726000000,2024-01-08 15:00:00,0.92361349,0.77715163,748.25538557,839.56466147
1704729600000,2024-01-08 16:00:00,0.1416241,0.77341599,74.25973118,104.94345535
1704733200000,2024-01-08 17:00:00,2.51388199,0.95545623,1637.11093896,1845.1893771
1704736800000,2024-01-08 18:00:00,0.22018018,0.96554458,41.90152569,50.86162051
1704740400000,2024-01-08 19:00:00,0.60827259,1.02159089,513.65713147,827.25072496
1704744000000,2024-01-08 20:00:00,1.62863134,1.15524969,1313.76498061,1442.96736852
1704747600000,2024-01-08 21:00:00,1.65527749,1.09878303,853.96767241,1087.51730916
1704751200000,2024-01-08 22:00:00,0.11264412,0.98293026,22.10675856,52.49215943
1704754800000,2024-01-08 23:00:00,1.30409395,1.14899738,850.09217623,933.73126732
1704758400000,2024-01-09 00:00:00,2.06492246,1.0848603,832.77497784,1123.31781987
1704762000000,2024-01-09 01:00:00,0.51002519,1.12626673,311.58379603,363.64796393
1704765600000,2024-01-09 02:00:00,0.11705763,1.05609317,24.35977061,42.49192087
1704769200000,2024-01-09 03:00:00,1.38700835,1.0215756,654.71091537,786.43373431
1704772800000,2024-01-09 04:00:00,0.51779057,0.85907747,121.52598998,138.25008154
1704776400000,2024-01-09 05:00:00,2.05941153,1.1371871,947.73351025,1033.82458775
1704780000000,2024-01-09 06:00:00,1.34570473,1.14313149,735.03047641,888.16512431
1704783600000,2024-01-09 07:00:00,0.40262615,0.90566059,141.365478,151.79005733
1704787200000,2024-01-09 08:00:00,0.98754883,0.97387826,658.60766441,781.15112715
1704790800000,2024-01-09 09:00:00,0.50083215,1.02870319,259.68539909,279.96516949
1704794400000,2024-01-09 10:00:00,1.08616356,0.98572536,633.42699875,704.92015003
1704798000000,2024-01-09 11:00:00,0.13833462,0.93151737,44.2894042,73.7323512
1704801600000,2024-01-09 12:00:00,0.6030701,0.72346859,266.07858934,291.88592645
1704805200000,2024-01-09 13:00:00,0.11433655,0.54755885,29.55041027,59.11199548
1704808800000,2024-01-09 14:00:00,1.34390112,0.6820267,965.49763116,1616.71304811
1704812400000,2024-01-09 15:00:00,0.84227614,0.66127346,562.82025771,607.28109894
1704816000000,2024-01-09 16:00:00,0.69637824,0.68920862,444.92160974,546.65691547
1704819600000,2024-01-09 17:00:00,0.21493529,0.56474744,111.54671531,154.96834465
1704823200000,2024-01-09 18:00:00,0.89743122,0.67318981,657.37220583,879.48259791
1704826800000,2024-01-09 19:00:00,0.08830386,0.59965177,36.23434311,69.14192546
1704830400000,2024-01-09 20:00:00,0.07013005,0.59333656,12.59215898,29.1039692
1704834000000,2024-01-09 21:00:00,0.53151518,0.47728143,297.56242571,390.13214089
1704837600000,2024-01-09 22:00:00,2.31739796,0.68801311,1411.2606221,1654.6221449
1704841200000,2024-01-09 23:00:00,0.53283047,0.66464915,225.57740366,255.75862492
1704844800000,2024-01-10 00:00:00,0.16471399,0.65747468,25.00929307,29.81323208
1704848400000,2024-01-10 01:00:00,2.50349259,0.88691201,1304.14482507,1414.47331309
1704852000000,2024-01-10 02:00:00,4.65798074,1.539723,1320.57075197,1513.84374182
1704855600000,2024-01-10 03:00:00,0.70563211,1.63050901,230.87537033,251.91066342
1704859200000,2024-01-10 04:00:00,4.2807466,2.16611349,1053.1942581,1083.02889051
1704862800000,2024-01-10 05:00:00,0.52657387,1.91028148,177.70680925,189.04001923
1704866400000,2024-01-10 06:00:00,2.0872628,2.13234324,811.84472172,918.39563263
1704870000000,2024-01-10 07:00:00,0.17007035,2.13310844,70.58274373,92.51827256
1704873600000,2024-01-10 08:00:00,1.85285656,2.04016043,1126.60335201,1204.35676638
1704877200000,2024-01-10 09:00:00,0.20210578,1.40360687,56.90159389,77.2044064
1704880800000,2024-01-10 10:00:00,1.17744845,1.4710092,704.22081599,790.06791274
1704884400000,2024-01-10 11:00:00,0.11417795,0.87578511,63.10854432,89.7438662
1704888000000,2024-01-10 12:00:00,0.35808991,0.85171597,158.20101526,206.61787707
1704891600000,2024-01-10 13:00:00,0.12517168,0.57141724,41.68150274,79.48401964
1704895200000,2024-01-10 14:00:00,2.48946906,0.90275991,1417.13117632,1961.70161705
1704898800000,2024-01-10 15:00:00,0.74818309,0.74494942,479.61146399,548.41820742
1704902400000,2024-01-10 16:00:00,1.66149667,0.95343383,1075.21673295,1256.09148508
1704906000000,2024-01-10 17:00:00,0.91055399,0.91530605,681.9629339,807.66138893
1704909600000,2024-01-10 18:00:00,0.19564616,0.92694437,58.40056493,85.69301948
1704913200000,2024-01-10 19:00:00,1.06789828,1.02834556,910.34364481,1019.84286171
1704916800000,2024-01-10 20:00:00,0.91217634,1.1407748,606.00231841,722.44365876
1704920400000,2024-01-10 21:00:00,0.94973862,0.92081331,489.12831211,560.34578326
1704924000000,2024-01-10 22:00:00,0.78107841,0.92551264,543.30510033,598.3060646
1704927600000,2024-01-10 23:00:00,1.20876822,0.86083715,576.73506726,626.14193631
1704931200000,2024-01-11 00:00:00,0.73646039,0.83596663,393.8685329,440.40331214
1704934800000,2024-01-11 01:00:00,1.76135145,1.05963882,760.83776058,789.08545088
1704938400000,2024-01-11 02:00:00,1.6477908,1.1424806,486.07748402,533.88421886
1704942000000,2024-01-11 03:00:00,0.16306756,1.03546506,40.99933531,58.86738919
1704945600000,2024-01-11 04:00:00,2.85202361,1.30722006,872.64060634,952.57588685
1704949200000,2024-01-11 05:00:00,0.68485116,1.29347331,134.16204543,149.98240506
1704952800000,2024-01-11 06:00:00,1.01837458,1.26627422,460.54277501,531.59152913
1704956400000,2024-01-11 07:00:00,0.87806397,1.2865033,495.2753217,586.54673162
1704960000000,2024-01-11 08:00:00,2.2690379,1.35902994,1063.00564411,1293.3516053
1704963600000,2024-01-11 09:00:00,0.21363251,1.15415018,60.56527608,96.77552878
1704967200000,2024-01-11 10:00:00,1.46067892,1.33952324,948.74432599,1266.40861972
1704970800000,2024-01-11 11:00:00,0.11810416,0.94896331,37.21744657,67.79178572
1704974400000,2024-01-11 12:00:00,1.66813632,1.08943262,1207.16642997,1501.32268936
1704978000000,2024-01-11 13:00:00,0.0962121,0.95769513,33.33640849,55.61059286
1704981600000,2024-01-11 14:00:00,0.84221644,0.95257405,767.69783413,928.12252074
1704985200000,2024-01-11 15:00:00,1.33977855,0.81982271,1115.70930757,1445.6210513
1704988800000,2024-01-11 16:00:00,3.39382744,1.27413628,2786.52000884,3261.46816525
1704992400000,2024-01-11 17:00:00,1.48776703,1.27800601,687.67542639,723.05477526
1704996000000,2024-01-11 18:00:00,1.48387743,1.47311647,1026.89159726,1115.87582672
1704999600000,2024-01-11 19:00:00,2.90138601,1.649295,1789.46682835,1827.87318883
1705003200000,2024-01-11 20:00:00,0.14790668,1.65667994,58.22050248,77.05937966
1705006800000,2024-01-11 21:00:00,1.30113004,1.72223903,1038.29470057,1094.25035969
1705010400000,2024-01-11 22:00:00,3.74253584,2.06549007,2513.44223326,2623.51762255
1705014000000,2024-01-11 23:00:00,0.20545665,1.61000853,83.45672854,97.79736495
1705017600000,2024-01-12 00:00:00,1.79424224,1.6537907,873.18524803,920.44627084
1705021200000,2024-01-12 01:00:00,0.30070175,1.4847656,76.16302109,82.09157771
1705024800000,2024-01-12 02:00:00,1.42294556,1.27355982,478.40599849,515.10629165
1705028400000,2024-01-12 03:00:00,0.55224351,1.33132223,145.80491723,156.83715615
1705032000000,2024-01-12 04:00:00,2.03923728,1.43676612,389.24420532,403.76898083
1705035600000,2024-01-12 05:00:00,0.61472182,0.98993554,192.56317195,212.6937495
1705039200000,2024-01-12 06:00:00,1.62685338,1.19299222,721.40279109,800.41186501
1705042800000,2024-01-12 07:00:00,0.82797362,1.05495385,353.18345149,370.10420894
1705046400000,2024-01-12 08:00:00,1.15019018,1.17630934,672.64062945,749.92399568
1705050000000,2024-01-12 09:00:00,0.10906921,0.98861271,48.70920918,74.49426919
1705053600000,2024-01-12 10:00:00,1.97368867,1.19167631,1052.64289878,1128.94991733
1705057200000,2024-01-12 11:00:00,0.41330961,0.95940093,270.64728825,317.42177873
1705060800000,2024-01-12 12:00:00,1.47040523,1.08164141,776.35355453,866.06867866
1705064400000,2024-01-12 13:00:00,0.24050031,0.88359098,98.55485055,121.45265731
1705068000000,2024-01-12 14:00:00,0.15542576,0.78751271,61.86104647,98.38450401
1705071600000,2024-01-12 15:00:00,1.21986607,0.79746641,628.56455699,733.13950546
1705075200000,2024-01-12 16:00:00,2.20417237,1.09676686,2567.56297367,3121.10807823
1705078800000,2024-01-12 17:00:00,0.94291795,0.9495139,781.89754755,825.99612074
1705082400000,2024-01-12 18:00:00,4.19252579,1.48940193,2924.43868721,3509.14408386
1705086000000,2024-01-12 19:00:00,0.80749765,1.39470084,683.41295018,740.47534536
1705089600000,2024-01-12 20:00:00,0.04059392,1.36614279,5.40899615,17.2930118
1705093200000,2024-01-12 21:00:00,2.01320742,1.63154017,1843.91881533,1962.87723263
1705096800000,2024-01-12 22:00:00,3.204351,1.91503801,2079.40261997,2432.10241207
1705100400000,2024-01-12 23:00:00,0.63314216,1.69060513,304.60528663,332.39963343
1705104000000,2024-01-13 00:00:00,2.13603411,1.86105029,875.56401018,982.57569161
1705107600000,2024-01-13 01:00:00,0.30756484,1.30605587,120.65291428,135.32853067
1705111200000,2024-01-13 02:00:00,0.55663453,1.27021828,187.89608629,204.28487087
1705114800000,2024-01-13 03:00:00,0.11143165,1.28033796,22.37655429,33.42949581
1705118400000,2024-01-13 04:00:00,4.40316532,1.62176052,1168.60178011,1325.35276055
1705122000000,2024-01-13 05:00:00,1.13896504,1.32670538,258.57909729,266.51781967
1705125600000,2024-01-13 06:00:00,1.8918322,1.50651824,788.24770213,819.16334229
1705129200000,2024-01-13 07:00:00,0.13189935,1.22021328,34.13103781,39.965502
1705132800000,2024-01-13 08:00:00,1.03288787,1.32383085,508.25546344,525.73992709
1705136400000,2024-01-13 09:00:00,0.18651468,1.27095659,56.83193826,65.28013657
1705140000000,2024-01-13 10:00:00,0.0281534,1.25905969,3.242407,5.18022628
1705143600000,2024-01-13 11:00:00,0.03755495,0.63540107,9.29203294,18.17659773
1705147200000,2024-01-13 12:00:00,0.962999,0.61026306,327.78833902,340.90164609
1705150800000,2024-01-13 13:00:00,0.55877083,0.41982573,167.87071894,174.33649847
1705154400000,2024-01-13 14:00:00,0.58703197,0.48484467,274.87944345,292.34191915
1705158000000,2024-01-13 15:00:00,0.08689717,0.34970314,40.3207799,65.95494847
1705161600000,2024-01-13 16:00:00,0.99495938,0.46519524,464.27342229,557.17725213
1705165200000,2024-01-13 17:00:00,0.46017371,0.52691243,200.79377725,214.4409476
1705168800000,2024-01-13 18:00:00,0.0295159,0.52576399,3.75454097,7.88074462
1705172400000,2024-01-13 19:00:00,0.12877074,0.40658853,46.57917026,58.8482294
1705176000000,2024-01-13 20:00:00,0.03620132,0.33193574,4.01445634,7.5660754
1705179600000,2024-01-13 21:00:00,0.58707197,0.33194146,425.06574171,470.24464613
1705183200000,2024-01-13 22:00:00,1.10031628,0.47671561,433.96758808,447.82872771
1705186800000,2024-01-13 23:00:00,0.03707837,0.33987547,6.30043209,11.90215773
1705190400000,2024-01-14 00:00:00,1.33571121,0.46495226,274.41436829,280.49935437
1705194000000,2024-01-14 01:00:00,0.02623681,0.46448381,1.20165947,2.17765496
1705197600000,2024-01-14 02:00:00,0.42613234,0.50696404,98.34737073,103.55015882
1705201200000,2024-01-14 03:00:00,0.04084096,0.50762685,3.20321325,4.57418733
1705204800000,2024-01-14 04:00:00,2.2858764,0.7503132,371.72067834,379.45548197
1705208400000,2024-01-14 05:00:00,0.09230313,0.60631132,10.20260568,15.50692508
1705212000000,2024-01-14 06:00:00,0.05939193,0.60949897,6.27704272,9.443317
1705215600000,2024-01-14 07:00:00,1.08263994,0.57334593,268.40514081,278.23846353
1705219200000,2024-01-14 08:00:00,1.54515434,0.79033415,706.22007148,755.58047442
1705222800000,2024-01-14 09:00:00,0.10648603,0.74467039,30.29945958,38.12199865
1705226400000,2024-01-14 10:00:00,0.94673369,0.87408364,334.25694998,344.61106281
