flow_mean,flow_total,price,state,signal,price_change,strategy_return,trade,cumulative_return
0.37266343999999996,10.431020140000001,100.59671415301123,0,0,0.0,,1,
0.1400140425,3.9295551500000006,100.55822152333943,0,0,-0.0003826430117116475,-0.0,0,1.0
0.0433016075,3.14230966,101.31008381978734,2,0,0.007476885381006992,0.0,0,1.0
0.0252422575,3.54996061,102.95437672773448,2,0,0.016230298564080314,0.0,0,1.0
0.10409986,3.36119691,102.81625995692885,0,0,-0.0013415337472334476,-0.0,0,1.0
0.09032488,5.61463524,102.67834535457365,0,0,-0.0013413695694919348,-0.0,0,1.0
0.21628026,9.69571681,104.40253328851858,0,0,0.016792128155073804,0.0,0,1.0
0.026703115,2.90449738,105.30815712037862,2,0,0.00867434729152916,0.0,0,1.0
0.017302242500000002,2.33276779,104.91907045351869,2,0,-0.0036947438593495363,-0.0,0,1.0
0.015084325,6.713565,105.5932384783548,0,0,0.006425600435859602,0.0,0,1.0
0.022436262499999998,0.72018064,105.2094939673108,2,0,-0.0036341769281246217,-0.0,0,1.0
0.006438075,0.42797852999999997,104.82471154429165,2,0,-0.0036572975357025417,-0.0,0,1.0
0.026509005,10.711885969999999,105.18317250905108,0,0,0.003419622715660653,0.0,0,1.0
0.0597115,3.85647568,103.2759068212401,0,0,-0.018132802446578222,-0.0,0,1.0
0.0084775675,1.54525417,101.59775819461223,2,0,-0.016249178325130287,-0.0,0,1.0
0.0318208925,3.35801262,101.12808442849015,2,0,-0.004622875292409567,-0.0,0,1.0
0.028180039999999996,1.57699371,100.20495580242883,2,0,-0.00912831120334423,-0.0,0,1.0
0.006637365,1.26514705,100.62005215896868,2,0,0.004142473325952967,0.0,0,1.0
0.08953145500000001,10.65076833,99.8070179127222,0,0,-0.008080240755212187,-0.0,0,1.0
0.0249865675,2.97489995,98.49724672246117,2,0,-0.013123037013352934,-0.0,0,1.0
0.003713855,3.40353619,100.03936765319301,2,0,0.01565648768921557,0.0,0,1.0
0.022256795,12.64635997,99.91354183752871,0,0,-0.0012577630048652422,-0.0,0,1.0
0.0038101275,1.53760222,100.08092520040923,2,0,0.0016752820468790564,0.0,0,1.0
0.00847417,2.20650417,98.75510495907118,2,0,-0.013247481862134425,-0.0,0,1.0
0.055117782500000004,30.93617273,98.31625433304634,0,0,-0.004443827245251941,-0.0,0,1.0
0.073955925,40.41270344,98.52362552279136,0,0,0.002109225897098943,0.0,0,1.0
0.0046068375000000005,2.33340881,97.48814854630322,2,0,-0.0105099357742231,-0.0,0,1.0
0.0045963825,2.30159515,97.95189773705988,2,0,0.004756980183456827,0.0,0,1.0
0.002652605,1.09198126,97.46151263947846,2,0,-0.005006386899188087,-0.0,0,1.0
41.6863618825,1001.02421929,97.2746850112946,1,1,-0.001916937497932758,-0.0006,1,0.9994
0.007649185,1.5441007,96.78665148456761,2,0,-0.005017066122293912,-0.0056170661222939115,1,0.9937863041173793
0.0550153225,11.0838179,98.67619616701752,0,0,0.019522781845089376,0.0,0,0.9937863041173793
0.003004215,0.97908693,98.76155381522503,2,0,0.0008650277526205397,0.0,0,0.9937863041173793
0.0068860300000000004,1.7006486,97.81570362072995,2,0,-0.009577109289559016,-0.0,0,0.9937863041173793
0.0061909075000000004,2.10453177,98.71809741772094,2,0,0.009225449121031959,0.0,0,0.9937863041173793
